Date,EFFR,OIS_1m1m,OIS_2m1m,OIS_3m3m,OIS_1y1y,OIS_2y1y,OIS_3y1y
2009-05-28,1.4441480471750319,1.5813958543996165,1.7996981186274807,1.9908811947427347,2.3563465975606768,2.693248239883315,3.022106192402401
2009-05-29,1.4553969865678495,1.5966535215451103,1.8161596957163144,2.000415543663706,2.3533881247374486,2.6907784447862793,3.0198610607405474
2009-06-01,1.452028564579786,1.595194140513885,1.8123448874030095,2.002752096418323,2.3576693227701893,2.7217659594990646,3.049980244693908
2009-06-02,1.4791877364934718,1.6272583419434534,1.8495075909656475,2.0542220271209044,2.4295608123427765,2.8090316661780093,3.128838941351869
2009-06-03,1.4708002646631022,1.6160435538738978,1.8330699600973002,2.039085076091155,2.416058678758534,2.775561576253453,3.095102328604152
2009-06-04,1.4633620851263485,1.6004262024750981,1.8152590804314794,2.027387761271679,2.3799916875909286,2.7439009704526605,3.0714674007339213
2009-06-05,1.4530391846369577,1.5854925658811816,1.800757827305611,2.011575590260184,2.3438102220532646,2.69129113148059,2.989529326043326
2009-06-08,1.4667453427550459,1.6004254744059134,1.8106809739021898,2.024312254000512,2.3634737249015414,2.6997631239186917,2.9656885078058117
2009-06-09,1.4607950801151222,1.5914575872726242,1.8111031939326132,2.0323105868691633,2.381292216022818,2.7404261366493254,3.0073696316777743
2009-06-10,1.4550688854095168,1.5853562437978252,1.798767944640732,2.032532084870752,2.380181110135441,2.7532097467672596,3.0140032265066234
2009-06-11,1.462528829129551,1.5971073027146712,1.8097802225861015,2.0347646249295264,2.3863555609375515,2.7467341801881875,3.003054694726943
2009-06-12,1.4754982471418672,1.6188809416777579,1.832084941916728,2.062259010838167,2.424534579833464,2.7873971252560636,3.032789443976855
2009-06-15,1.4817862005865134,1.627631042149361,1.8405682918849149,2.075094058080709,2.439418425514153,2.776076356937071,3.033464392826171
2009-06-16,1.461900235199147,1.6008455829107355,1.8014316493584288,2.028393661062803,2.3657527115460266,2.7206032209832642,2.996942002136164
2009-06-17,1.4608726218816257,1.6031625904665805,1.8019106903660196,2.0252881381208954,2.3829919603263234,2.755230953124973,3.037182902658344
2009-06-18,1.4348582316671024,1.565810402617919,1.7542376714465284,1.9627858908293871,2.2797552458057733,2.6478998280690833,2.928664659216346
2009-06-19,1.4215041754144881,1.552251213071052,1.7374735304520488,1.9453212864059137,2.247635604740652,2.621762000716349,2.9136550418339295
2009-06-22,1.432253939813204,1.5677713826217061,1.7617681844458861,1.9825404425580755,2.2966808816344035,2.6798493615152905,2.9792117717757627
2009-06-23,1.4240034793859968,1.5631206918601799,1.7588496063099905,1.9793474126373065,2.297710007518203,2.681277915090493,2.988573828499495
2009-06-24,1.4290229570348651,1.5725259577791326,1.762032071438616,1.9897894596777888,2.3310840575291354,2.691951043508416,2.998179457931462
2009-06-25,1.4353048917226094,1.5806496839534132,1.7719688249249685,2.0053043298082787,2.3444701942045927,2.697112015963699,3.010865670810973
2009-06-26,1.4487855651788863,1.6008891679730377,1.793912363540644,2.0382847321817232,2.384705732950971,2.752558865213948,3.075852774173172
2009-06-29,1.44695445180746,1.5926684344315423,1.789274083771377,2.0292079672328254,2.38226914637298,2.751568298002506,3.077735922210511
2009-06-30,1.4450062584552057,1.5896826620912532,1.7935784721690393,2.041120693365393,2.3990979718323104,2.7621395166247162,3.083151742276677
2009-07-01,1.4397372626469789,1.584991957764548,1.7880699059229375,2.0425177817342024,2.372895497737738,2.7520101480443198,3.07397634845429
2009-07-02,1.425407330000967,1.5718771035308956,1.7668080424515553,2.0080169726940738,2.3457176538446136,2.716927950940597,3.0222265999057756
2009-07-03,1.4080701726212304,1.5490544067647005,1.7402020367925537,1.9813717724461117,2.334935695492792,2.701143845353782,3.0054799354835047
2009-07-06,1.4278868165170526,1.5771804027281429,1.768697516864096,2.0122154040762807,2.3665622265965434,2.764712694861463,3.093302038511889
2009-07-07,1.433127446187855,1.5810575352804492,1.7769291413882955,2.0128387402833465,2.38140279366332,2.7827403367057078,3.1089706069497316
2009-07-08,1.43878070964653,1.5873421045344762,1.7766227743458043,2.010156273062806,2.378196154178516,2.798752560524613,3.138895522200648
2009-07-09,1.4521056893720317,1.6028862457961504,1.7941819948283735,2.0313036765412176,2.413620903738362,2.8260605225312534,3.168614595920177
2009-07-10,1.4725114834065909,1.6302191556763708,1.817947879415616,2.059302277032336,2.4441526626312813,2.8621391600186303,3.2062557979149044
2009-07-13,1.4575868220939978,1.6185842238809107,1.8022473319263603,2.0419034320041063,2.413657804336102,2.8377094083632888,3.2045948081651603
2009-07-14,1.4760443989786307,1.6385153348829236,1.8172895246089253,2.054843915856812,2.4218928146091296,2.8318475338609077,3.20329768138319
2009-07-15,1.4783600815429179,1.640575901727822,1.8149808934809037,2.05494323153037,2.4132148014064274,2.8280759958331347,3.1939565698831767
2009-07-16,1.4707024598629674,1.6314324068260062,1.8058656174866579,2.0467206136604554,2.4205072932848486,2.831057286070717,3.208752622695209
2009-07-17,1.479155448993981,1.639437438655776,1.8197049917478267,2.0710571972839387,2.4773324933260685,2.87088808363021,3.2551826776523574
2009-07-20,1.482127170325977,1.6394861328853227,1.814831963973074,2.059227612343201,2.434334453539936,2.826735999067791,3.1910930120293055
2009-07-21,1.4801728011098965,1.6327285565283014,1.808176013336298,2.04076438327557,2.4046954188711696,2.781597034114292,3.158090417515782
2009-07-22,1.4653117864015988,1.6121377727531874,1.7905608029195508,2.0177441462855543,2.3878400336472634,2.7513468831261085,3.126829760996392
2009-07-23,1.4731853240325907,1.6212943326456544,1.8008834485758003,2.026620176766055,2.4117075051320085,2.7863634288044588,3.1765575893009563
2009-07-24,1.4810398388006598,1.6302454675619908,1.8103710862232916,2.045201686086334,2.4542296235025356,2.8353237137388203,3.2360919125803123
2009-07-27,1.4796282058945955,1.6276674490623995,1.7974274215305013,2.022893435386276,2.434960395496137,2.8051185246426544,3.1943774535498917
2009-07-28,1.4691342231309397,1.6171449146845809,1.787982142975927,2.007208177770371,2.3960306854031135,2.7753203339762136,3.1637482478879426
2009-07-29,1.4716134605078588,1.628297148726978,1.8012606563479516,2.0186621241445337,2.4215424020746616,2.793568786534189,3.1746002373217603
2009-07-30,1.4875867260827962,1.6495613991181206,1.8299166489048344,2.051057163409163,2.477958694466656,2.8556956389707207,3.263212432465015
2009-07-31,1.4881811189425738,1.6457933242383898,1.8324831314680818,2.057769677297926,2.4848877963417153,2.871062692018387,3.282222141664341
2009-08-03,1.49454477530207,1.6554863895728154,1.8388055285009144,2.0716085922703007,2.494610992001224,2.879806903587701,3.2776697404156034
2009-08-04,1.486207095103619,1.6441847501235545,1.8215401736269963,2.041873703621787,2.4418661996021647,2.8267306433930433,3.2134466338456025
2009-08-05,1.484673664340916,1.6414370121029809,1.8190246420012277,2.040313073571933,2.4510738147086664,2.8098094341969304,3.2003834728868052
2009-08-06,1.4846227767176714,1.6378882968147768,1.8176458190153275,2.0394622094192645,2.460658478848221,2.8082839366240515,3.1908013065920477
2009-08-07,1.4656872191787702,1.6187104230280351,1.8081620432252827,2.0249419761948815,2.4412893001016878,2.7989300826013017,3.1632826121066278
2009-08-10,1.4311621861413728,1.5766303602632195,1.765354247735956,1.9791178327512922,2.3699662303231084,2.714392956669034,3.0942107738469367
2009-08-11,1.424141829768133,1.5665476392650466,1.7495778969572284,1.9716083773413442,2.3655002502787768,2.7143980204497518,3.1127934158704744
2009-08-12,1.4144936229951355,1.5516803877864562,1.7397250337366317,1.9576048756257327,2.3258199618874946,2.6649489041515277,3.048866141239622
2009-08-13,1.4096979535414003,1.5442379577827086,1.730003768361502,1.9414519788668683,2.29082081557225,2.620899567478277,3.0065284519532662
2009-08-14,1.426352929024714,1.5640162194303076,1.7510898639423758,1.970909859311512,2.335641828729347,2.676579535012961,3.064362795801716
2009-08-17,1.427984118926323,1.5593871709014588,1.73634150057868,1.956757434329604,2.30557404970022,2.6614587831149743,3.023339853149439
2009-08-18,1.4253241735609083,1.5589572826616178,1.7326897310938212,1.963545096954154,2.317727639457623,2.6750834169723614,3.0461688006690313
2009-08-19,1.446582103662536,1.5889466563216252,1.7641548021495728,2.0066055642181753,2.3644631490554517,2.7343692372187904,3.12683088676382
2009-08-20,1.4653733727186742,1.610109359915381,1.789073766024018,2.0409943359945286,2.379636362947033,2.7407032338761277,3.1395296142489904
2009-08-21,1.4624237012004102,1.6090651902522992,1.7878137381120485,2.030542789202377,2.366195187280906,2.707491890526268,3.0970754318282836
2009-08-24,1.4644438617524784,1.617410156646727,1.7979861487668167,2.0290654280436926,2.360820263031045,2.7039657505085612,3.0787660233725536
2009-08-25,1.4563970254990177,1.6133371862751267,1.7937623272672536,2.0095949602624694,2.361180115088416,2.7304524354499047,3.086923996388661
2009-08-26,1.4696950249268488,1.6274250515385928,1.8031554708060846,2.0262264016959546,2.3567098370458917,2.697225980665455,3.066518685759985
2009-08-27,1.4431721116238965,1.5992997924621688,1.773517398238244,1.9999879211916811,2.3280299598829024,2.641476500205783,3.0009731679110305
2009-08-28,1.4291990351534867,1.5790487557852657,1.7558499527639353,1.9829473970129057,2.3110993662307164,2.6224127460418876,2.9840402956680765
2009-08-31,1.3945713465030427,1.5379460153696476,1.7126178410090929,1.9281944551855348,2.2613731119369285,2.562307607968639,2.930723626023589
2009-09-01,1.395266462950812,1.5404022930655779,1.7198044006798594,1.9564536246869508,2.297886125468438,2.598792973387632,2.9875335964142455
2009-09-02,1.4167597828744167,1.5660321942503317,1.7471437510100567,1.9881503292261427,2.3338467818807316,2.61766670716609,3.000780878850534
2009-09-03,1.413292558783207,1.5646456660876036,1.7446626715281461,1.9937169325425301,2.3482995701355915,2.642915669962456,3.010078351438614
2009-09-04,1.4203328098881283,1.5720606040828955,1.7577185326301268,2.003166850747595,2.3462047386765383,2.6575651942279523,3.037115155183638
2009-09-07,1.4532299248434122,1.606495872048018,1.7971963750139344,2.0505767835786877,2.400773468519746,2.7215664248754634,3.1136266447744534
2009-09-08,1.482483748918408,1.63398519968687,1.827791109008765,2.08870793821852,2.4869823610089132,2.811644508775493,3.214551408318868
2009-09-09,1.4713593075557418,1.620411593675417,1.8158336184989379,2.077343997322572,2.4512944055182673,2.7594734223870763,3.151382625256327
2009-09-10,1.467037518446984,1.611543047879736,1.806527229749094,2.0760726369821287,2.450063345330553,2.770145851426677,3.1464584679003815
2009-09-11,1.462343499326054,1.6036232245942996,1.7875648353377007,2.053159882659355,2.4144972383088557,2.7229895711491245,3.0984007812592607
2009-09-14,1.4921093128859417,1.640718689116026,1.8302201186138027,2.0985618540924476,2.4756036758483697,2.805598307873869,3.1806609728237434
2009-09-15,1.4989270259008243,1.6489507857756323,1.838204151917551,2.1149985357299923,2.5063623630748575,2.8253438559982036,3.218697594791445
2009-09-16,1.5043610564175165,1.6577623044224936,1.847572718285739,2.1186920465694112,2.5052225800341525,2.8148965520875375,3.195987026608008
2009-09-17,1.5093022843325878,1.6594890006166647,1.8608925030200796,2.137641740619503,2.5372232123926532,2.8580599490857646,3.2605559768788805
2009-09-18,1.5236681591637014,1.6759619042477178,1.883181590772578,2.1554787652859506,2.5797632721625927,2.927091980430958,3.3283580187157913
2009-09-21,1.5289556751466216,1.6740399742154448,1.8785818016567972,2.1394545065307695,2.5020750111361587,2.8334396552359586,3.237807043283422
2009-09-22,1.54245069431395,1.693384166133159,1.8963792519598721,2.155672037963226,2.5237981897013064,2.849974434642565,3.274510030718637
2009-09-23,1.5253920134993262,1.6713456326994036,1.879941033313462,2.1479115960055957,2.509467099690026,2.8191325381122345,3.247131827032791
2009-09-24,1.5231107188353519,1.6713182778015883,1.8831921179944149,2.147894309557287,2.511961745293368,2.8547985814763437,3.2693337486834335
2009-09-25,1.5066342236633004,1.650966991332147,1.8591936800440074,2.1149369473017248,2.467753834332952,2.804818707247563,3.2493971639568366
2009-09-28,1.4924459788856552,1.6350975591904335,1.837847538816851,2.0792892668841385,2.4175944035862416,2.7665836881736627,3.220640881078762
2009-09-29,1.5011978333284843,1.6393527782040416,1.835264808467138,2.075467136792562,2.382859373308359,2.7582545913016387,3.201330667187193
2009-09-30,1.5039011590596896,1.6420650502312426,1.8403168691411207,2.086400276345477,2.3740835251773005,2.7546899046483553,3.2021324682574575
2009-10-01,1.5147136970794828,1.6574239006201898,1.860353158842847,2.1140185804929823,2.417106501666257,2.779251870603977,3.221127600996361
2009-10-02,1.5091457637394081,1.648714362825771,1.8482020147765603,2.1015987685757813,2.399594068706697,2.7636160060455808,3.2028537999956663
2009-10-05,1.521962424279358,1.6623558326808363,1.8780467043824949,2.1394971621391505,2.4620304470106382,2.8131417522209157,3.263153102075313
2009-10-06,1.5027375201145683,1.6347691578145995,1.8497854183020583,2.100871112136024,2.381467827101331,2.72971667042146,3.1818060566401805
2009-10-07,1.5068638628727067,1.6365425175376827,1.854359692493185,2.1099381836812126,2.3800346614661603,2.7160760812592533,3.1672203735571154
2009-10-08,1.5109864341253272,1.634067024572508,1.8479166817800914,2.1104195406081203,2.367482884655643,2.6935600203357715,3.1331020560840552
2009-10-09,1.5276172749514239,1.6625742204991394,1.8771516840127411,2.1475183415507684,2.435954741702012,2.773221177853788,3.2245772911128388
2009-10-12,1.4934951437748896,1.627513580118594,1.8440247729384736,2.1119894810543216,2.380131628288475,2.7376925687057,3.192111939989154
2009-10-13,1.506768722476819,1.6400243786889759,1.8543329147358436,2.140803118513167,2.423077094980565,2.795105071403044,3.2449346940008446
2009-10-14,1.507316480606939,1.6373161268251428,1.853466815790735,2.13604546097489,2.4298585569382225,2.8044072738841486,3.226696571505001
